dept_id,dept_name,dept_category,division,dept_type,dept_age_years,location_type,team_size,reporting_structure,manager_experience_level,supervisor_experience_level,primary_function,secondary_function,creation_reason,oversight_body,reporting_lag_days,training_hours_quarterly,violations_past_3years,remediation_plan_active,executive_support,external_consulting,engagement_programs,onboarding_program,improvement_commitment,digital_systems,external_partnerships,interdept_collaboration_score,resource_availability_score,external_interactions_frequency,risk_exposure_operational,risk_exposure_financial,operational_health_index,reporting_gaps_annual,audit_score_q1,audit_score_q2,compliance_score_final,overall_risk_score,is_high_risk
DEPT-6641,Alpha Ethics and Compliance,Financial_Reporting,Corporate_HQ,Unknown,7.0,Urban,Large,Centralized,4.0,4.0,Compliance,Unknown,Regulation,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,4.0,1.0,3.0,4.0,0.0,65.0,60.0,65.0,20.0,0.0
DEPT-5023,Legacy Branch,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,1.0
DEPT-4194,Quality Assurance - Central Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2377,South Financial Controls,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,1.0
DEPT-4438,Central Audit Services,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Centralized,3.0,3.0,Finance,Other,Expansion,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,70.0,60.0,65.0,15.0,0.0
DEPT-9271,Metro Ethics and Compliance,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Large,Centralized,2.0,2.0,Operations,Other,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,4.0,5.0,10.0,60.0,55.0,55.0,35.0,1.0
DEPT-9776,Regulatory Affairs - Legacy Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,Unknown,4.0,4.0,Unknown,Compliance,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,2.0,5.0,6.0,50.0,40.0,45.0,18.0,1.0
DEPT-7715,Legacy Quality Assurance,Financial_Reporting,Corporate_HQ,Unknown,7.0,Urban,Large,Centralized,3.0,2.0,Operations,Operations,Regulation,Unknown,1.0,40.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,40.0,40.0,35.0,20.0,1.0
DEPT-4862,Innovation Group,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Restructuring,External_Auditor,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,3.0,0.0,65.0,60.0,60.0,10.0,0.0
DEPT-1632,Legacy Regulatory Affairs,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-9996,Risk Management - Legacy Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6110,South Hub,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5023,Central Division,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,1.0,1.0,Unknown,Operations,Regulation,External_Auditor,4.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,50.0,50.0,80.0,50.0,1.0
DEPT-7025,Emerging Quality Assurance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2915,Tactical Ethics and Compliance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5086,South Branch,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,4.0,4.0,Compliance,Compliance,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,60.0,55.0,60.0,52.0,1.0
DEPT-6737,Audit Services - West Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5818,Process Excellence - Emerging Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Centralized,0.0,2.0,Administrative,Unknown,Unknown,External_Auditor,2.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,70.0,70.0,75.0,20.0,0.0
DEPT-6383,Tactical Quality Assurance,Financial_Reporting,Corporate_HQ,Support,8.0,Unknown,Small,Centralized,2.0,2.0,Administrative,Operations,Regulation,Internal_Audit,1.0,40.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,16.0,45.0,40.0,50.0,20.0,1.0
DEPT-8317,Metro Group,Financial_Reporting,Corporate_HQ,Unknown,7.0,Urban,Large,Centralized,3.0,3.0,Finance,Other,Unknown,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,2.0,5.0,0.0,70.0,75.0,75.0,20.0,0.0
DEPT-9125,Quality Assurance - Elite Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-8279,Financial Controls - West Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4532,Ethics and Compliance - East Region,Financial_Reporting,Corporate_HQ,Unknown,7.0,Unknown,Large,Centralized,4.0,4.0,Compliance,Compliance,Unknown,Internal_Audit,2.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,75.0,70.0,75.0,17.0,0.0
DEPT-8797,Regional Compliance,Financial_Reporting,Corporate_HQ,Legal,8.0,Unknown,Unknown,Centralized,1.0,2.0,Unknown,Unknown,Restructuring,Internal_Audit,1.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,2.0,50.0,50.0,65.0,16.0,0.0
DEPT-1192,Central Division,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,5.0,1.0,1.0,4.0,0.0,60.0,60.0,65.0,20.0,0.0
DEPT-7665,Compliance - Premier Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5543,Innovation Audit Services,Financial_Reporting,Corporate_HQ,Support,3.0,Remote,Large,Autonomous,0.0,2.0,Operations,Operations,Restructuring,Unknown,1.0,29.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,85.0,77.7,71.2,50.5,1.0
DEPT-6000,Prime Hub,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6007,Elite Branch,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Small,Centralized,1.0,2.0,Other,Other,Regulation,Internal_Audit,2.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,40.0,45.0,50.0,31.0,1.0
DEPT-7646,Regulatory Affairs - East Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Small,Centralized,2.0,1.0,Operations,Other,Regulation,Internal_Audit,3.0,40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,55.0,50.0,55.0,52.0,1.0
DEPT-8384,Premier Services,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2370,North Division,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4940,Central Quality Assurance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7988,Legacy Operations,Risk_Management,Regional_Operations,Operations,10.0,Unknown,Large,Hybrid,3.0,4.0,Finance,Technology,Expansion,External_Auditor,4.0,69.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,5.0,2.0,5.0,13.0,82.8,83.7,83.8,36.5,0.0
DEPT-5592,Alpha Sector,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Small,Centralized,1.0,1.0,Other,Other,Unknown,Internal_Audit,1.0,20.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,1.0,5.0,4.0,0.0,55.0,45.0,0.0,55.0,1.0
DEPT-7428,Compliance - Premier Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2741,Compliance - Strategic Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7417,Ethics and Compliance - East Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-3692,Internal Controls - Innovation Region,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Large,Centralized,4.0,4.0,Compliance,Compliance,Regulation,Unknown,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,5.0,2.0,75.0,80.0,85.0,11.0,0.0
DEPT-8332,Metro Department,Financial_Reporting,Corporate_HQ,Operations,7.0,Remote,Large,Centralized,2.0,1.0,Other,Other,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,60.0,60.0,65.0,30.0,0.0
DEPT-3181,Process Excellence - Digital Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6721,Legacy Process Excellence,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Autonomous,3.0,4.0,Operations,Other,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,80.0,80.0,65.0,10.0,0.0
DEPT-3558,East Department,Financial_Reporting,Corporate_HQ,Unknown,5.0,Remote,Large,Centralized,2.0,1.0,Finance,Operations,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0,4.0,50.0,45.0,50.0,12.0,1.0
DEPT-4564,Risk Management - Tactical Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4014,Central Audit Services,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-3582,Compliance - East Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Remote,Large,Unknown,1.0,2.0,Administrative,Administrative,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,80.0,85.0,90.0,21.0,0.0
DEPT-9547,Innovation Unit,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,3.0,1.0,Other,Other,Restructuring,External_Auditor,1.0,40.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,60.0,65.0,60.0,20.0,0.0
DEPT-9224,Advanced Center,Financial_Reporting,Corporate_HQ,Compliance,7.0,Urban,Large,Autonomous,4.0,4.0,Other,Compliance,Restructuring,Internal_Audit,2.0,40.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,50.0,65.0,65.0,11.0,0.0
DEPT-2377,Prime Services,Financial_Reporting,Corporate_HQ,Unknown,7.0,Urban,Small,Autonomous,4.0,4.0,Compliance,Finance,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,3.0,5.0,5.0,6.0,45.0,45.0,50.0,43.0,1.0
DEPT-1578,Process Excellence - Metro Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-3242,Financial Controls - North Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-3727,Quality Assurance - Global Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-9651,Emerging Business Integrity,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-9204,Innovation Financial Controls,Financial_Reporting,Regional_Operations,Support,7.0,Urban,Medium,Autonomous,3.0,1.0,Legal,Other,Restructuring,External_Auditor,3.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,3.0,5.0,2.0,16.0,75.8,81.4,82.5,98.0,1.0
DEPT-7965,Innovation Audit Services,Financial_Reporting,Corporate_HQ,Support,7.0,Unknown,Large,Centralized,1.0,2.0,Other,Other,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,5.0,1.0,2.0,5.0,4.0,60.0,55.0,55.0,20.0,1.0
DEPT-9849,Regulatory Affairs - Metro Region,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Large,Centralized,3.0,4.0,Administrative,Other,Regulation,Internal_Audit,3.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,50.0,45.0,50.0,31.0,1.0
DEPT-4353,Legacy Financial Controls,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Autonomous,3.0,4.0,Operations,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,60.0,60.0,65.0,11.0,0.0
DEPT-4465,Advanced Team,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,2.0,2.0,Operations,Operations,Regulation,Unknown,1.0,40.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,45.0,60.0,50.0,10.0,1.0
DEPT-8548,Audit Services - Strategic Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Unknown,Centralized,4.0,2.0,Operations,Compliance,Regulation,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,4.0,0.0,70.0,75.0,65.0,10.0,0.0
DEPT-7296,Process Excellence - Legacy Region,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Unknown,3.0,1.0,Other,Other,Expansion,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,2.0,2.0,5.0,0.0,65.0,65.0,70.0,20.0,0.0
DEPT-5089,Compliance - Premier Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,4.0,4.0,Other,Compliance,Regulation,Internal_Audit,1.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,60.0,65.0,65.0,10.0,0.0
DEPT-9843,Elite Center,Financial_Reporting,Corporate_HQ,Operations,9.0,Remote,Small,Unknown,2.0,1.0,Administrative,Operations,Regulation,Internal_Audit,2.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,45.0,50.0,55.0,20.0,1.0
DEPT-4870,West Sector,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6200,Business Integrity - Beta Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Autonomous,4.0,4.0,Unknown,Operations,Expansion,Unknown,1.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,0.0,55.0,60.0,60.0,50.0,1.0
DEPT-9627,Audit Services - Regional Region,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,2.0,1.0,Operations,Other,Expansion,External_Auditor,3.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,1.0,4.0,0.0,50.0,60.0,65.0,10.0,0.0
DEPT-4460,Legacy Unit,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Unknown,2.0,1.0,Other,Other,Restructuring,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,55.0,60.0,70.0,21.0,0.0
DEPT-2856,South Audit Services,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-1673,Innovation Operations,Financial_Reporting,Corporate_HQ,Finance,7.0,Remote,Small,Centralized,1.0,1.0,Other,Operations,Regulation,Unknown,4.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,4.0,0.0,40.0,40.0,40.0,30.0,1.0
DEPT-3385,Strategic Governance,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Unknown,2.0,2.0,Other,Other,Regulation,Compliance_Officer,2.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,10.0,60.0,50.0,55.0,15.0,1.0
DEPT-8077,Premier Sector,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6581,Global Compliance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-9880,Legacy Hub,Financial_Reporting,Corporate_HQ,Support,8.0,Unknown,Large,Centralized,4.0,3.0,Operations,Other,Restructuring,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,75.0,75.0,75.0,21.0,0.0
DEPT-1988,Elite Governance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2124,Emerging Compliance,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,1.0,3.0,Administrative,Operations,Regulation,External_Auditor,1.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,45.0,40.0,40.0,36.0,1.0
DEPT-8957,Central Financial Controls,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7239,North Audit Services,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7624,Strategic Center,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Unknown,Centralized,2.0,2.0,Operations,Operations,Restructuring,Internal_Audit,2.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,3.0,4.0,2.0,65.0,60.0,65.0,21.0,0.0
